,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"green",36.9768,-122.0282,"Lighthouse Bank","(831) 600-4000","www.lighthousebank.net","Experience premier local banking  at its best. Call or come in today! ","111 Mission St.  ","CA",95060,"Santa Cruz",,"logo_LighthouseBank.png",,"Santa Cruz","Silver","Banks & Credit Unions","y","n",
,"green",36.9588,-122.0487,"Lighthouse Realty & Property Management","831-425-7355","www.lighthouserealty.net","Lighthouse Realty takes care of all your real estate needs including  buying  selling  and property management. We are locally owned by the Broker/Realtor team of Peter and Krista Cook.","402 Ingalls St ","CA",95060,"Santa Cruz",,"logo_LighthouseRealty.JPG",,"Santa Cruz","Bronze","Real Estate","y","n",
,"green",36.9816,-122.0301,"Lighthouse Windows","831-426-2601","lighthouse-windows.com","We sell and install energy efficient  high performance dual-paned windows and doors.","317 Potrero Street","CA",95060,"Santa Cruz",,,"Vinyl replacement windows Wood windows Aluminum Windows Bay  Bow  and Garden Windows French doors Patio Sliders Double Hung  Single hung  Casement  Awning and Slider Windows","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"yellow",36.9800,-121.9746,"Linda Johnson Marketing and Sales Consultant","(831) 464-7312","www.pathways2growth.com",,"2522 Charlene Ln. ","CA",95062,"Santa Cruz",,,"Marketing  Sales  Business Development  Social Media  Marketing Communications","Santa Cruz","Community Supporter","Customer","n","n",
,"green",36.9683,-122.0078,"Linda's Seabreeze Cafe","(831) 427-9713","www.seabreezecafe.com",,"542 Seabright Ave. ","CA",95062," Santa Cruz",,"logo_LindasSeabreeze.jpg",,"Soquel","Bronze","Restaurants","y","n",
,"green",36.9806,-122.0288,"Lloyd's Tire Service","(831) 426-4363","www.lloydstire.com",,"303 River St. ","CA",95060,"Santa Cruz",,"logo_LloydsTire.jpg",,"Santa Cruz","Silver","Auto","y","n",
,"green",36.9722,-122.0258,"Logos Books & Records","831-427-5100","logosbooksrecords.com","We have been buying and selling  new  used  bargain  rare and collectible books  CDs  records  and DVDs in downtown Santa Cruz for over years. ","1117 Pacific Ave.","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Books","y","n",
,"green",36.9675,-122.0245,"Lotts Auto Stereo Auto Upholstery","831-423-1100","www.lotts.com","Lotts is family owned and operated  serving Santa Cruz since 1955.We offer a wide range of services carrying only the top brands in the industry.With our high standards of excellence  we provide quality service for your car  boat  motorcycle  or RV. ","600 Pacific Ave","CA",95060,"Santa Cruz",,"logo_LottsAuto.jpg","auto stereo  auto upholstery  stereo  convertible top  sunroof  navigation  ipod  orangetooth  hands free  auto repair  auto electronics  custom installation  satellite radio  alarm systems  orangetooth  speakers  amplifiers  boat  rv  car  video systems  back up camera  lotts","Santa Cruz","Silver","Auto","y","n",
,"green",36.9610,-122.0110,"Made in Santa Cruz","831-426-2257",,"Established in 1995  Made in Santa Cruz has continually provided the best products made right here in the Santa Cruz County.Our focus on excellence and customer satisfaction has allowed us to provide the highest quality of service to our customers.","PO Box 1317 ","CA",95061,"Santa Cruz",,,"locally made santa cruz gifts products local crafts art tshirts t-shirts wharf","Santa Cruz","Bronze","Gifts","n","n",
,"green",36.9588,-122.0469,"Mainstreets","831-345-8316",,"Mainstreets provides Marketing and Communications services for Local Businesses.","328 B Ingall","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Marketing","y","n",
,"orange",36.9748,-122.0310,"Man With Tools","831-427-9878","www.manwtools.com","Man With Tools Is Your Local Handyman! From handyman home repairs  to residential remodels & new construction- we help you get the job done. Call today for quality service at a fair price! 831-427-9878  ","P.O. Box 5396","CA",95063,"Santa Cruz","Save 10% off any handyman home repair! ","logo_ManWithTools.jpg","Handyman Home repair Home maintenance Home improvement sheetrock plumbing carpentry doors windows drywall light fixtures concrete stucco roof repairs small fixes","Santa Cruz","Bronze","Contractors  Construction & Design","n","y",01/03/13 12:00 AM
,"green",36.9612,-122.0438,"Mandala Net Design","831-471-0603","www.mandalanetdesign.com","We provide custom website design services plus complete graphic design services for our clients' print and branding needs. Serving the local community since 1995  we have built a reputation on affordable personalized service and award winning design.","849 Almar Ave.","CA",95060,"Santa Cruz","20% DISCOUNT FOR TLF MEMBERS - We are offering a 20% discount to local TLF members (throughout 2012) on custom web and print design services at MANDALA. Visit our website to review our work  then give us a call.","logo_MandalaNetDesign.gif","web site website design graphic design print design online e-commerce logo design branding training social media blogs ","Santa Cruz","Bronze","Website Services","y","y",12/31/12 12:00 AM
,"green",36.9780,-121.9525,"Many Hands Gallery","(831) 475-2500","www.manyhands-capitola.com","The finest in LOCAL ART for 20 yrs. Wall art  ceramics  jewelry and more Located next to Gayle's Bakery","510 Bay Ave.","CA",95010,"Capitola","10% off your entire purchase",,,"Capitola","Silver","Gifts","y","y",01/10/15 12:00 AM
,"gold",36.9820,-122.0219,"Marianne's Ice Cream","831-458-1447","www.lovemariannes.com","Marianne's Gourmet Ice Cream  is made locally  and supplies many restaurants within the Santa Cruz   Monterey and San Francisco Bay areas. Come visit us on Ocean Ave. with over 70 flavors available. An Ice Cream institution in Santa Cruz. ","1020 Ocean Street","CA",95060,"Santa Cruz",,,"gourmet ice cream gold","Santa Cruz","Gold","Ice Cream & Yogurt","y","n",
,"gold",36.9946,-121.9155,"Maximum Impact Design","831-688-2972","http://www.maximumimpactdesign.com","Maximum Impact Design is a graphic design studio specializing in branding  print collateral  packaging  trade show graphics  and social media marketing. We can help build you a customized business Facebook profile adding information with QR codes.","240 Danube Drive ","CA",95003,"Aptos",,"logo_MaximumImpact.png","graphic design  branding  logo  social media  packaging design gold","Aptos / La Selva","Gold","Marketing","y","n",
,"green",36.9843,-121.9575,"Michael Bloch  Realtor","831-588-1588","www.MikeBloch.com","Realtor with Sereno Group Real Estate   Specializing in Residential Properties  throughout Santa Cruz County. We live and work in Santa Cruz and are Proud to support local businesses. ","2407 Porter Street #150","CA",95073,"Soquel","At the close of escrow you will be able to choose between a $500 donation made in your name to a local charity or non-profit of your choice  OR you may use the $500 toward the purchase of any goods or services provided by any active member of Think Local First.  ","files/images/members/serenologo.jpg",,"Santa Cruz","Bronze","Real Estate","y","y",01/01/16 12:00 AM
,"green",36.9735,-121.9527,"Michael Lavigne Real Estate Services","831 689 9784","www.finemontereybayhomes.com","Full service real estate brokerage serving Aptos  Capitola  Santa Cruz  Soquel and surrounding areas along the Monterey Bay","331 Capitola Ave Suite B","CA",95010,"Capitola",,"logo_MichaelLavigne.jpg",,"Capitola","Bronze","Real Estate","y","n",
,"red",36.9820,-121.9563,"Mid-County Post","(831) 476-0777","www.themidcountypost.com","Locally Owned Since 1978 Largest Home Circulation More than 180 000 Circulation Monthly! ","831 Bay Avenue  ","CA",95010,"Capitola",,"logo_MidCountyPost.gif",,"Soquel","Gold","Media Outlets","n","n",
,"green",36.9742,-122.0276,"Miller Maxfield  Inc.","831-227-6469","www.millermaxfield.com","Miller Maxfield  Inc. is a full-service communications and public affairs firm  serving clients in Northern California and beyond. Services include public relations  marketing  graphic design  Web presence  campaigns  government relations and more. ","877 Cedar Street","CA",95060,"Santa Cruz",,,"public relations marketing public affairs non-profit green economy education campaigns","Santa Cruz","Bronze","Marketing","y","n",
,"green",36.9685,-122.0381,"MINORSAN Self-Defense & Fitness","831-458-0900","http://www.minorsan.com","MINORSAN Self-Defense & Fitness offers martial arts/self-defense training  life skills  and leadership training. Fitness programs for health  and wellness  with an emphasis on your goals. Free Community Self-Defense every month. Women  men  kids.","1320 Mission Street","CA",95060,"Santa Cruz",,,"martial arts  self-defense  safety training  life success skills  leadership training  anti-bully classes  fitness workouts  cardio kickboxing  pilates  yoga  bodypump resistance training to music  zumba classes  weight loss program  westside santa cruz","Santa Cruz","Silver","Fitness","y","n",
,"gold",36.9720,-122.0257,"Mission Hill Creamery  Inc.",8312394812,"http://www.missionhillcreamery.com","Founded in 2010  Mission Hill Creamery is a privately held retail and wholesale creator of unique artisanal ice cream and sorbet products. All ice cream and sorbet is made from scratch at the company's Pacific Avenue Store in Santa Cruz.","1101 B Pacific Avenue","CA",95060,"SANTA CRUZ",,"logo_MissionHillCreamery.png","ice cream  artisan  gourmet  salted caramel gold","Santa Cruz","Gold","Ice Cream & Yogurt","y","n",
,"green",36.9867,-121.9786,"MISSION TILE","831-689-9458","MISSIONTILEINC.COM","WE ARE A WHOLESALE/RETAIL TILE AND STONE SUPPLIER. WE HAVE BEEN IN BUSINESS IN SANTA CRUZ FOR 30 YEARS.","2751 CHANTICLEER AVE.","CA",95065,"SANTA CRUZ",,,"TILE STONE KITCHEN BATH","Santa Cruz","Silver","Home & Garden","y","n",
,"orange",36.9762,-121.8880,"MJ Transcription","831-531-7250","www.MJ-Transcription.com","Providing accurate  reliable transcription services to Santa Cruz County.","PO Box 1996","CA",95001,"Aptos",,"logo_MJTranscription.jpg","transcription transcribe transcript","Aptos / La Selva","Bronze","Business Services","n","n",
,"green",36.9657,-121.9650,"Modern Life Home Furnishings","(831) 475-6802","www.shopmodernlife.com","Modern Life weaves together home and garden furnishings from around the world into a contemporary  eclectic style. Come explore our exotic and unique collections! ","925 41st Avenue  ","CA",95062,"Santa Cruz",,,"furniture home accessories garden decor modern contemporary art rugs tables beds armoires  chairs sofa upholstery custom candles","Santa Cruz","Silver","Home & Garden","y","n",
,"gold",36.9363,-121.7797,"Monterey Bay Certified Farmers Market","(831) 728-5060","www.montereybayfarmers.org","Voted number 1 farmers market in California.  Serving the Central Coast for 35 years. Come meet the farmer growing your food. Great produce  fresh flowers & specialty foods Aptos  Carmel  Monterey ","P.O. Box 955  ","CA",95019,"Freedom",,"logo_MontereyFarmersMarkets.jpg","gold","Aptos / La Selva","Gold","Farmers Market","n","n",
,"green",36.9815,-122.0110,"Montgomery's Barber Shop","(831)431-7704",,"Traditional nostalgic barber shop.Local barber owned and operated. We specialize in clipper cuts and style  beard and mustache shaping straight edge shaves. We carry shaving soap  hair tonics  and pomades unique to the barber industry.","1047 Water St.","CA",95062,"Santa Cruz",,,"haircut  beard trim  barbershop  shave","Santa Cruz","Bronze","Day Spa","y","n",
,"green",36.9391,-121.7792,"Monument Lumber Company","831-724-7537","www.monumentlumber.com","We have lumber  building materials  paint  hardware  mouldings and decking. We provide fast and accurate deliveries throughout Santa Cruz county. Our staff is very friendly  knowledgeable and provides great service.","2111 Freedom Blvd.","CA",95019,"Freedom",,,"lumber-building materials-hardware-paint","Aptos / La Selva","Bronze","Lumber & Building Materials","y","n",
,"green",36.9809,-122.0304,"Mpress Digital Printing","(831) 420-1999","www.mpressdigital.com","Fast  Affordable Full-Color Printing. Large Format Posters  Signs and Banners. Certified Green. ","252 Potrero St.  ","CA",95060,"Santa Cruz",,"logo_MpressDigital.png",,"Santa Cruz","Bronze","Printers","y","n",
,"green",36.9721,-121.9519,"Mr. Toots Coffeehouse","(831) 475-3679","www.tootscoffee.com","Fine Coffee  Teas  Mochas & Lattes Overlooking beautiful Capitola Beach! Free WiFi - Local Art and Music   Capitola (upstairs) ","221 Esplanade  ","CA",95010,"Capitola",,,,"Capitola","Bronze","Coffee","y","n",
,"yellow",36.9765,-121.9550,"Muzzio Property Management","831-588-9525","www.muzziopropertymanagement.com",,"P.O. Box 231","CA",95010,"Capitola",,,"Residential Property Management  Apartment Rentals  Condo Rentals  Vacation Rentals","Aptos / La Selva","Community Supporter","Customer","n","n",
,"yellow",37.0450,-122.0272,"My Personal Best Health","831-234-0919","www.mypersonalbesthealth.com","My Personal Best Health works hand-in-hand with individuals and health care professionals to deliver affordable technologies to help people achieve their personal best health. ","230 Mount Herman Rd","CA",95066,"Scotts Valley",,"logo_MyPersonalBest.jpg","Think Local  heart health  DNA  Heart screening  cardiovascular screening  DNA test  Scotts Valley health screening  santa cruz health screening  health screening  Diabetes Treatment  ","Aptos / La Selva","Community Supporter","Customer","n","n",
,"yellow",36.9763,-121.9804,"Nancy Abbey","(831) 465-8272",,,"1755 Chanticleer  ","CA",95062,"Santa Cruz",,,,"San Lorenzo Valley","Community Supporter","Customer","n","n",
,"green",36.9816,-122.0009,"Napa Car Parts","831-426-6700",,"Your Santa Cruz supplier of automotive parts and accessories. ","1822 Soquel Ave.","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Auto","y","n",
,"green",36.9827,-121.9166,"Native Revival Nursery","831-684-1811","www.nativerevival.com","As a native plant nursery in Aptos  we are dedicated to the flora and fauna of our state. We offer both plants and information to allow individuals to create hardy  drought tolerant gardens which are both beautiful and require little maintenance.","2600 Mar Vista Dr.","CA",95003,"Aptos",,"logo_NativeRevivalNursery.jpg",,"Aptos / La Selva","Bronze","Home & Garden","y","n",
,"green",36.9627,-121.9649,"Neil Simmons Photography","831-429-5512",,"We specialize in wedding  portrait  fine art  and commerical photography.   Our new gallery location will showcase our love of fine art photography.  Also providing a portrait studio and meeting location for prospective brides.   ","747 41st ave. Suite F","CA",95062,"Santa Cruz",,"logo_NeilSimmons.jpg",,"Capitola","Bronze","Photography","y","n",
,"green",36.9735,-122.0348,"Nelson Insurance Services",8314269900,"www.bayareainsured.com","Specialists in business insurance and workers comp. We also offer awesome policies that can save you up to 37% on your auto  home  motorcycle  and all other personal insurance!","730 Mission St. Ste. 201","CA",95060,"Santa Cruz",,"logo_NelsonInsurance.jpg","Auto Insurance  Home Insurance  Business Insurance  Workers Como.  Health Insurance  Life Insurance  Dental Insurance  Motorcycle Insurance  Motorhome insurance  Liability Insurance  Renters Insurance","Santa Cruz","Bronze","Insurance","y","n",
,"gold",36.9742,-122.0209,"Network Mortgage","831-471-1977","www.rpm-mtg.com/santacruz","With over 125 years of combined industry experience  our friendly knowledgeable team strives to exceed your expectations  to be worthy of your trust  and to earn your repeat and referral business. ","317 Soquel Avenue","CA",95062,"Santa Cruz",,,"gold","Santa Cruz","Gold","Real Estate","y","n",
,"gold",36.9728,-122.0257,"New Leaf Community  Markets - Downtown SC","831-425-1793","www.newleaf.com","Santa Cruz locally-owned neighborhood markets  for over 20 years. ","1134  Pacific Ave. ","CA",95060,"Santa Cruz",,"logo_NewLeafMarkets.jpg","organic food market fresh farmers vegetable meat grocery store lunch dinner wine bread specialty foods gold","Santa Cruz","Gold","Grocers & Specialty Foods","y","n",
,"gold",36.9688,-121.9650,"New Leaf Community Markets - Capitola","(831) 479-7987","www.newleaf.com","Santa Cruz locally-owned neighborhood markets  for over 20 years.","1210 41st Ave","CA",95010,"Capitola",,"logo_NewLeafMarkets.jpg","organic food market fresh farmers vegetable meat grocery store lunch dinner wine bread specialty foods grocer grocers gold","Capitola","Gold","Grocers & Specialty Foods","y","n",
,"gold",36.9591,-122.0461,"New Leaf Community Markets - Westside SC","(831) 426-1306","www.newleaf.com","Santa Cruz locally-owned neighborhood markets  for over 20 years.","1101 Fair Ave.","CA",95060,"Santa Cruz",,"logo_NewLeafMarkets.jpg","organic food market fresh farmers vegetable meat grocery store lunch dinner wine bread specialty foods grocer grocers gold","Santa Cruz","Gold","Grocers & Specialty Foods","y","n",
,"green",37.0043,-121.8404,"Nicholson Vineyards & Winery","831-724-7071","www.nicholsonvineyards.com","Family owned boutique winery located along the Corralitos wine trail  in the southern foothills of the Santa Cruz Mountains","2800 Pleasant Valley Road","CA",95003,"Aptos",,,"BOUTIQUE WINERY CORRALITOS WINE TRAIL SANTA CRUZ MOUNTAINS","Corralitos / Freedom","Bronze","Wineries","y","n",
,"green",36.9724,-122.0272,"Nickelodeon  Del Mar & Aptos Theatres","831 426-7500","http://www.thenick.com/","Your local independent movie theatres since 1969! Please visit us at: The Nickelodeon Theatre 210 Lincoln St.  Santa Cruz Ã¢ÂÂ¢ The Del Mar Theatre 1124 Pacific Ave.  Santa Cruz Ã¢ÂÂ¢ The Aptos Cinema 122 Rancho Del Mar  Aptos ","210 Lincoln St.","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Music & Theater","y","n",
,"green",37.0769,-122.0764,"Nite and Day Power","831-477-7077","www.niteanddaypower.com","Nite & Day Power sells and services Uninterruptible Power Supplies (UPS)   Batteries   and Generators to businesses for their emergency and clean power needs. We offer 24/7 on-call service  extended service plans  and 4 hour on site response time.","215 Woodston Ave","CA",95005,"Ben Lomond",,"logo_NiteAndDay.png","UPS Maintenance  Battery Replacement  Uninterruptible Power Supplies  UPS Maintenance Santa Cruz  UPS Maintenance Monterey  UPS Maintenance Bay Area  UPS Battery Replacement  UPS Battery Replacement Santa Cruz  UPS Battery Replacement Monterey  UPS Battery Replacement Bay Area","Santa Cruz","Bronze","Business Services","y","n",
,"yellow",37.0582,-121.9991,"Nitless Noggins","831-566-6978",,,"115 Sherman Dr. ","CA",95066,"Scotts Valley",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9640,-121.9647,"North Coast Vision Optometry","831-462-5945","www.northcoastvision.com","We are a family oriented practice where we provide professional eye care in a manner that is socially and environmentally responsible.  In our practice  we work to support the community while minimizing our impact on people and the environment.  ","804 41st Ave  ","CA",95062,"SANTA CRUZ","20% off prescription glasses  and exams.  Offer can not be combined with insurance or other discounts.","logo_NorthCoastVision.jpg",,"Santa Cruz","Bronze","Optical","y","y",04/05/16 12:00 AM
,"green",36.9732,-122.0273,"NOURISH","831 429-9355","http://nourishsantacruz.com/","NOURISH is a relaxing and rejuvenating wellness center located in the heart of Downtown Santa Cruz that empowers people to discover the best of themselves. We offer yoga  massage therapy  and nutrition consultations with a registered dietitian.","130 Walnut Avenue","CA",95060,"Santa Cruz",,"logo_Nourish.jpg","yoga massage nutrition wellness supplements health ","Santa Cruz","Bronze","Fitness","n","n",
,"green",36.9660,-122.0222,"NSO Vitamin Company","408-430-2676","nsovitamins.com","Our liquid supplements provide essential nutrients needed for optimal health. Vitamins reduce stress  anxiety  and depression  move fat out of the liver  and regulate cholesterol levels. Minerals help regulate blood sugar & reduce food cravings.","109 Younger Way","CA",95060,"Santa Cruz","20% off any supplement order! *one-time use Enter coupon code TLF2012 to receive your discount. Offer valid for online and phone orders.","logo_NSOVitamin.jpg","nutrition vitamins minerals recovery addiction recovering health replenish nutrients liquid wellness energy hydrate nutritional supplements B-Complex Calcium magnesium potassium zinc molybdenum detox digestion depression anxiety multivitamin recovering","Santa Cruz","Silver","Health and Wellness Retail","y","y",12/31/12 12:00 AM
,"green",36.9625,-121.9889,"Ocean Echo Inn & Beach Cottages","831-462-4192","www.oceanecho.com","A hidden gem just steps from the ocean on Sunny Cove beach.  This Inn is locally owned and operated and has a private and charming location with quaint rooms and cottages where you can enjoy the soothing sounds of the ocean waves.","401 Johans Beach Drive","CA",95062,"Santa Cruz",,"logo_OceanEchoInn.jpg","Beachfront Cottages Getaway Beach Hotel Motel Inn Ocean Oceanfront private family friendly reunion pet-friendly group events corporate outing business ","Live Oak","Bronze","Accommodations","y","n",
,"green",36.9709,-122.0252,"Old School Shoes","(831) 423-2700","www.oldschool-shoes.com","Old School Shoes brings back the Classics. Sneaker styles from the 60's  70's  80's and much more. This shoe haven is a must-see for out-of-towners  as it is truly unique. Come & paint your own too! ","1017 Pacific Ave.  ","CA",95060,"Santa Cruz",,"logo_OldSchoolShoes.jpg","shoes converse socks vans  knee socks adidas purses handbags toesocks puma socksmith asics footwear loungefly hotsox sockittome love sneakers tennis shoe old school chucks high tops allstar skate shoes ","Santa Cruz","Bronze","Footwear","y","n",
,"gold",37.0595,-121.9256,"Olive Springs Quarry  Inc.","831-475-1610",,"Olive Springs Quarry mines decomposed granite and produces base rock  drain rock gabion and sand.  We also have an asphalt plant and can supply you with both hot and cold asphalt.                             ","1299 Olive Springs Road","CA",95073,"Soquel",,,"gold","Soquel","Gold","Home & Garden","y","n",
,"green",36.9856,-121.9691,"Outdoor World","(831) 476-0233","theoutdoorworld.com","Outdoor gear and apparel for camping  hiking  backpacking  fishing  hunting  and sports. We gear you for adventure! Store Locations at 136 River St in SANTA CRUZ  1440 41st Ave in CAPITOLA  and in MONTEREY. Follow us on Facebook and Twitter.","2720A S. Rodeo Gulch Rd.","CA",95073," Soquel",,"logo_OutdoorWorld.gif",,"Soquel","Bronze","Sporting Goods","y","n",
,"gold",36.9597,-122.0573,"Ow Properties","831-423-8463","www.owproperties.com","Owned and operated by William Ow  a 3rd generation native Californian with deep roots in Santa Cruz. William has been working in commercial real estate for over 15 years  specializing in leasing  sales and 1031 exchanges.","2857 Mission Street","CA",95060,"Santa Cruz",,"logo_OWProperties.jpg","gold","Santa Cruz","Gold","Real Estate","y","n",
,"green",36.9804,-121.9088,"Pacific Coffee Roasting","831.685.2520",,"We specialize in the finest coffees from around the world  roasted fresh  on site daily.We also carry a large assortment of loose leaf teas as well as fresh pastries bagels and gelato. Every drink is hand made for your enjoyment. Wholesale avaiable.","7554 Soquel Drive","CA",95003,"Aptos",,"logo_PacificCoffee.png","coffee  teas  gelato  pastries  friendly smiles  wifi. ","Aptos / La Selva","Silver","Coffee","y","n",
,"green",36.9813,-122.0303,"Pacific Cookie Co.","(831) 429-9709","www.pacificcookie.com","Ship a cookie gift full of our gourmet fresh-baked cookies and warm the heart of the lucky recipient. Include our new All Natural cookie varieties in your cookie gift.","303 Potrero St. ","CA",95060," Santa Cruz",,,,"Santa Cruz","Bronze","Grocers & Specialty Foods","y","n",
,"green",36.9665,-121.8302,"Pacific Crest Apiaries","(831) 688-0508","www.pacificcrestapiaries.com","RAW HONEY  PURE BEESWAX CANDLES  AND GIFTS FOR ALL OCCASIONS","875 Calabasas Rd.  ","CA",95076,"Watsonville",,"XXX files/images/members/IMG_0436.JPG",,"Aptos / La Selva","Bronze","Museums and Galleries","y","n",
,"green",36.9679,-122.0066,"Pacific Edge Climbing Gym","(831) 454-9254","www.pacificedgeclimbinggym.com",,"104 Bronson   ","CA",95062,"Santa Cruz",,,,"Soquel","Silver","Fitness","y","n",
,"green",37.0624,-122.0066,"Pacific Mountain Advisors","(831) 438-9583","www.pacificmountainadvisors.com","Fee only financial planning/investment management. Over 25 yrs experience serving individuals/small business We help our clients create & manage their personal wealth. ","5619 Scotts Valley Dr.   ","CA",95066,"Scotts Valley","Save $250 on a comprehensive Financial Planning Analysis.                                           OR  Save $500 on a comprehensive Financial Planning Analysis when you transfer $250 000 or more for investment management","logo_PacificMountain.GIF",,"Scotts Valley","Silver","Consulting","y","y",12/31/15 12:00 AM
,"green",36.9739,-122.0262,"Pacific Thai Santa Cruz","831-420-1700","Pacificthaisantacruz.net","Thai Cuisine Restaurant & Boba Milk Teas  Juice Teas  Smoothies  & Milkshakes.","1319 Pacific Ave","CA",95060,"Santa Cruz",,,"Thai  restaurant  Boba  pearls  tapioca  thai food  Santa Cruz thai  tea  thai tea","Santa Cruz","Bronze","Restaurants","y","n",
,"green",36.9731,-122.0258,"Pacific Trading Co.","831-423-3349",,"Pacific Trading Co.Founded in 1972  we have two Specialty Boutiques:in  Santa Cruz  at 1224 Pacific Ave. (at Walnut) in Capitola  at 504c Bay Ave. (by Gayle's Bakery)   ","1224 Pacific Avenue ","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Apparel","y","n",
,"green",36.9678,-122.0035,"Pacific Yachting & Sailing","(831) 423-7245","www.pacificsail.com","Pacific Yachting and Sailing offers a variety of sailing instruction programs from Basic to Offshore Sail Training . Our extensive fleet of 14 sailing vessels are also available for Bareboat Charter  Corporate Team-Building  and Skippered Charters.","790 Mariner Park Way","CA",95062,"Santa Cruz",,"logo_PacificYachting.gif",,"Santa Cruz","Bronze","Transportation","y","n",
,"gold",36.9728,-121.9650,"Palace Art & Office Supply - Capitola","831-464-2700","www.gopalace.com","Palace Art & Office Supply has a great selection of art & office supplies. Our friendly  knowledgeable & helpful staff will assist you to find exactly what you need. Plus we have gifts  cards  frames  albums  journals & fun stuff for children & more!","1501-K 41st Avenue","CA",95010,"Capitola",,"logo_PalaceArt.jpg","gold","Capitola","Gold","Office Supply","y","n",
,"green",36.9740,-122.0261,"Paper Vision","831-458-1345",,"Paper Vision is locally owned and  offers an eclectic variety of greeting cards  unique toys and gifts for all ages.","1345 Pacific Avenue","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Gifts","y","n",
,"green",36.9641,-121.9903,"Paradise pet salon","831 462 0269",,"dog and cat grooming. pet specialty products","21501 east cliff dr.  ","CA",95062,"santa cruz",,,,"Santa Cruz","Bronze","Pets Services","y","n",
,"gold",37.0224,-121.9714,"Parrish Art and Design","(831) 421-1177","www.parrisharts.com","Your complete local Web Design & Development  Print Design & Production  Business Identity  Advertising Design and Multi-Media Design Service.  ","997 Hidden Valley Rd  ","CA",95073,"Soquel","20% off print jobs if using a TLF member as your printer. All initial consultations are FREE  so call 831.421-1177 to schedule today! ","logo_ParrishArts.png","Web Design  website Development  Graphic Design  Print Production  Business Identity  Advertising Design   Multi-Media Design  logos  websites  brochures  posters  CMS  wordpress sites gold","Soquel","Gold","Website Services","y","y",02/28/15 12:00 AM
,"green",36.9772,-122.0523,"Patricia Waldron ",,,,"1156 High Street","CA",95064,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Accommodations","y","n",
,"green",36.9751,-122.0263,"Patrick Reilly  Esq. - Patent/IP Attorney","831.332.7127","www.ipsociety.net","Intellectual property ('IP') protection and assertion  including patent prosecution  trademark prosecution and assertion  copyright regsitration and assertion  trade secret policies and IP asset management for new ventures","101 Cooper Street","CA",95060,"Santa Cruz",,"logo_PatrickReilly.gif","patent trademark copyright intellectual property attorney law lawyer","Santa Cruz","Silver","Attorneys","y","n",
,"green",36.9866,-121.9574,"Paul B Drescher Financial Planning & Investment",8314623200,"www.pauldrescher.com","Investing in Your Future'. With 30 years of experience  Paul Drescher  CFP  provides knowledgeable and effective advice  responsible research and execution  and dedicated customer service  helping you achieve your financial goals.   ","2805 Porter St.","CA",95073,"Soquel","Free 1-hour initial consultation reviewing your investments  retirement plan  insurance  estate plan and/or taxes.","logo_PaulBDrescher.jpg","financial planning stocks bonds mutual funds annuities insurance retirmenet taxes estate investment trading OKLO 529 IRA SIMPLE ","Soquel","Bronze","Business Services","y","n",12/19/11 12:00 AM
,"orange",36.9685,-122.0250,"Pedalers Express","831-426-2453","www.pedalexpress.com/santacruz","Pedx is a worker-owned courier company providing messenger service  cargo delvery  legal courier and process service by bike in Santa Cruz County.  We offer both on-call and regularly scheduled deliveries.","P.O. Box 427","CA",95061,"Santa Cruz",,"logo_PedalersExpress.gif",,"Santa Cruz","Bronze","Business Services","y","n",
,"yellow",36.9763,-121.8857,"Pete Cullen Realtor / Bailey Properties  Inc.","(831) 818-1662","zbestsantacruzrealestate.com",,"9119 Soquel Drive","CA",95003,"Aptos",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9759,-122.0306,"Peter Spellman Architecture","831 419-4170","www.peterspellmanarchitecture.com","PSA is a leader in the application of sustainable design principles and strategies. PSA offers several green architectural services including smart  cost-effective designs  green products and technologies  energy modeling and zero net energy design.","102 Green street","CA",95060,"santa cruz",,"logo_PeterSpellman.jpg","GOOD GREEN COST EFFECTIVE DESIGN ","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"green",36.9734,-121.9522,"PhDiamonds","(831) 475-7437","www.phdiamonds.com","PhDiamonds is the most most FUN place to buy Diamonds in the county.  We also have other rare gemstones and do custom work and repairs. ","312A Capitola Ave.","CA",95010,"Capitola",,"logo_PhDiamonds.jpg",,"Capitola","Bronze","Jewelry","y","n",
